id,neighborhood,lat,lon,waste_category,fill_level,status,last_emptied,capacity_kg
47800,K Zuid,52.3530685,4.8599378,Paper/Carton,58,Open,2025-03-12,500
112122,E West,52.3960848,4.8796279,Rest,44,Open,2025-03-14,500
174689,T Zuidoost,52.3067393,4.954503,Paper/Carton,30,Open,2025-03-16,500
110874,F Nieuw-West,52.3692773,4.8317242,Rest,29,Open,2025-03-16,500
28495,F Nieuw-West,52.3445371,4.7921079,Rest,33,Open,2025-03-16,500
188934,K Zuid,52.3473046,4.8923351,Paper/Carton,55,Open,2025-03-13,500
48136,K Zuid,52.3255493,4.8875918,Rest,57,Open,2025-03-13,500
216965,F Nieuw-West,52.347696,4.84472,Rest,41,Open,2025-03-15,500
113831,N Noord,52.4118418,4.886391,Rest,38,Open,2025-03-15,500
191356,K Zuid,52.3307908,4.8872812,Rest,55,Open,2025-03-13,500
109139,T Zuidoost,52.3176768,4.9711568,Paper/Carton,44,Open,2025-03-14,500
187322,F Nieuw-West,52.3489301,4.8041153,Rest,26,Open,2025-03-17,500
116558,E West,52.3772334,4.8429429,Rest,23,Open,2025-03-17,500
196769,N Noord,52.3974796,4.9065012,Rest,32,Open,2025-03-16,500
72501,E West,52.364824,4.8741168,Rest,31,Open,2025-03-16,500
201092,N Noord,52.3953198,4.9543974,Paper/Carton,40,Open,2025-03-15,500
118786,K Zuid,52.3557775,4.8535103,Rest,52,Open,2025-03-13,500
112975,A Centrum,52.3733821,4.9221673,Glass,18,Open,2025-03-18,500
47884,K Zuid,52.3247868,4.8832715,Rest,54,Open,2025-03-13,500
195025,F Nieuw-West,52.3727381,4.8154355,Glass,5,Open,2025-03-20,500
188231,M Oost,52.3767524,4.9612218,Paper/Carton,57,Open,2025-03-13,500
210091,F Nieuw-West,52.3533828,4.8026409,,37,Open,2025-03-15,500
107886,F Nieuw-West,52.3777913,4.8106115,Paper/Carton,25,Open,2025-03-17,500
187413,N Noord,52.4022945,4.9312953,Rest,31,Open,2025-03-16,500
108479,F Nieuw-West,52.3734897,4.8028727,Paper/Carton,21,Open,2025-03-18,500
74468,M Oost,52.3639017,4.9273835,Rest,61,Open,2025-03-12,500
78814,E West,52.358934,4.860791,Rest,31,Open,2025-03-16,500
188775,M Oost,52.3770541,4.9381278,Paper/Carton,49,Open,2025-03-14,500
68480,F Nieuw-West,52.3594161,4.8298237,Rest,32,Open,2025-03-16,500
191370,K Zuid,52.3345894,4.8824418,Paper/Carton,57,Open,2025-03-13,500
85358,M Oost,52.3524294,4.9147605,Rest,56,Open,2025-03-13,500
198249,S Weesp,52.3102088,5.0224708,Rest,55,Open,2025-03-13,500
105822,N Noord,52.4101537,4.8940644,Rest,32,Open,2025-03-16,500
210914,T Zuidoost,52.3042343,4.9660382,,46,Open,2025-03-14,500
107219,F Nieuw-West,52.3612705,4.8406107,Rest,35,Open,2025-03-16,500
213745,F Nieuw-West,52.3550477,4.7926695,Rest,23,Open,2025-03-17,500
85501,M Oost,52.3607432,4.9905926,Paper/Carton,51,Open,2025-03-13,500
82996,M Oost,52.3794487,4.9264563,Rest,51,Open,2025-03-13,500
108739,T Zuidoost,52.2996327,4.9711745,Glass,24,Open,2025-03-17,500
107379,T Zuidoost,52.314482,4.9753602,Rest,33,Open,2025-03-16,500
110760,N Noord,52.386342,4.9538844,Glass,24,Open,2025-03-17,500
82504,M Oost,52.3447038,4.927062,Rest,53,Open,2025-03-13,500
211323,K Zuid,52.3259267,4.8762666,Rest,51,Open,2025-03-13,500
120122,N Noord,52.4028853,4.9209851,Glass,27,Open,2025-03-17,500
21993,T Zuidoost,52.3208681,4.9828575,Rest,41,Open,2025-03-15,500
90853,K Zuid,52.3546532,4.8626047,Paper/Carton,58,Open,2025-03-12,500
48614,K Zuid,52.3323193,4.8804308,Rest,57,Open,2025-03-13,500
28157,F Nieuw-West,52.3491708,4.7752922,Rest,23,Open,2025-03-17,500
193322,E West,52.3755332,4.8675973,Rest,23,Open,2025-03-17,500
85362,M Oost,52.3530331,4.9177841,Rest,48,Open,2025-03-14,500
198362,S Weesp,52.3150379,5.0356111,Organic,78,Open,2025-03-10,500
140144,Afvalpunt Amsterdam,52.4007039,4.7937995,,49,Open,2025-03-14,500
27979,F Nieuw-West,52.3536552,4.7747727,Paper/Carton,29,Open,2025-03-16,500
112541,T Zuidoost,52.2905716,4.9683593,Glass,35,Open,2025-03-16,500
189502,E West,52.3798381,4.8767491,Rest,36,Open,2025-03-15,500
105528,F Nieuw-West,52.3831577,4.8173313,Textiles,23,Open,2025-03-17,500
28249,F Nieuw-West,52.3441652,4.7883752,Rest,37,Open,2025-03-15,500
213626,F Nieuw-West,52.3547156,4.7978501,Paper/Carton,28,Open,2025-03-17,500
213600,F Nieuw-West,52.3502218,4.7962016,Rest,25,Open,2025-03-17,500
103444,F Nieuw-West,52.3728155,4.8297276,Paper/Carton,42,Open,2025-03-15,500
171803,M Oost,52.3416416,4.9210806,Rest,68,Open,2025-03-11,500
85824,M Oost,52.3712175,4.9414741,Rest,48,Open,2025-03-14,500
107149,K Zuid,52.332027,4.8666705,Glass,42,Open,2025-03-15,500
201133,N Noord,52.3906681,4.9435128,Rest,32,Open,2025-03-16,500
108515,T Zuidoost,52.3029523,4.9629854,Rest,42,Open,2025-03-15,500
193379,E West,52.3842999,4.875335,Paper/Carton,46,Open,2025-03-14,500
81656,M Oost,52.3753959,4.9279437,Rest,55,Open,2025-03-13,500
191171,K Zuid,52.3430373,4.870295,Paper/Carton,56,Open,2025-03-13,500
28159,F Nieuw-West,52.3485464,4.777373,Paper/Carton,34,Open,2025-03-16,500
108499,T Zuidoost,52.3132391,4.9565301,Paper/Carton,42,Open,2025-03-15,500
187301,F Nieuw-West,52.3487381,4.8060642,Paper/Carton,29,Open,2025-03-16,500
10110,M Oost,52.3566302,4.9238413,Rest,64,Open,2025-03-12,500
27980,F Nieuw-West,52.3536655,4.7747477,Rest,28,Open,2025-03-17,500
85162,M Oost,52.347228,4.9995269,Rest,63,Open,2025-03-12,500
207221,K Zuid,52.3243807,4.8618943,Glass,47,Open,2025-03-14,500
105754,N Noord,52.3837484,4.9121928,Rest,37,Open,2025-03-15,500
53729,N Noord,52.3955191,4.9078202,Paper/Carton,30,Open,2025-03-16,500
188618,E West,52.3749958,4.8663317,Rest,18,Open,2025-03-18,500
104518,M Oost,52.3573797,4.9915499,Rest,57,Open,2025-03-13,500
61489,F Nieuw-West,52.3415789,4.7947181,Rest,33,Open,2025-03-16,500
110356,N Noord,52.4111125,4.9000324,Rest,31,Open,2025-03-16,500
140574,Afvalpunt Amsterdam,52.4007039,4.7937995,,52,Open,2025-03-13,500
107194,F Nieuw-West,52.3631488,4.8405501,Rest,39,Open,2025-03-15,500
110122,N Noord,52.3928192,4.933053,Rest,29,Open,2025-03-16,500
195024,F Nieuw-West,52.3727379,4.8154137,Paper/Carton,24,Open,2025-03-17,500
120103,N Noord,52.4034855,4.9174875,Rest,37,Open,2025-03-15,500
62519,N Noord,52.398362,4.9352136,Glass,30,Open,2025-03-16,500
211032,T Zuidoost,52.2942466,4.9687083,,37,Open,2025-03-15,500
208981,N Noord,52.4216115,4.8956597,Paper/Carton,35,Open,2025-03-16,500
188026,M Oost,52.3579755,4.9091808,Rest,58,Open,2025-03-12,500
193271,N Noord,52.4002835,4.9164177,Rest,40,Open,2025-03-15,500
195303,N Noord,52.3845132,4.9174463,Rest,35,Open,2025-03-16,500
205265,F Nieuw-West,52.361787,4.7933753,Rest,37,Open,2025-03-15,500
115038,N Noord,52.4043204,4.9130015,Rest,38,Open,2025-03-15,500
28186,F Nieuw-West,52.3483255,4.7890668,Rest,32,Open,2025-03-16,500
77560,T Zuidoost,52.3212619,4.9731143,Glass,36,Open,2025-03-15,500
46748,F Nieuw-West,52.3523879,4.7778805,Textiles,23,Open,2025-03-17,500
85834,M Oost,52.3707213,4.9427659,Rest,56,Open,2025-03-13,500
213746,F Nieuw-West,52.3550652,4.7926599,Rest,30,Open,2025-03-16,500
258551,F Nieuw-West,52.3556445,4.8158987,Rest,39,Open,2025-03-15,500
91074,M Oost,52.3679791,4.9404586,Rest,61,Open,2025-03-12,500
216461,F Nieuw-West,52.3499568,4.8368238,Textiles,29,Open,2025-03-16,500
123350,M Oost,52.3528518,4.9958449,Organic,58,Open,2025-03-12,500
109249,F Nieuw-West,52.351908,4.7802239,Rest,35,Open,2025-03-16,500
215951,F Nieuw-West,52.3575376,4.7913498,Rest,34,Open,2025-03-16,500
111891,M Oost,52.3602833,4.9350218,Paper/Carton,69,Open,2025-03-11,500
59847,E West,52.3628909,4.8541435,Rest,37,Open,2025-03-15,500
77556,T Zuidoost,52.3206394,4.9701412,Paper/Carton,33,Open,2025-03-16,500
187871,M Oost,52.3560875,4.9100892,Rest,56,Open,2025-03-13,500
214644,F Nieuw-West,52.3555824,4.7839553,Rest,37,Open,2025-03-15,500
214565,F Nieuw-West,52.3583423,4.7813551,Paper/Carton,20,Open,2025-03-18,500
64550,F Nieuw-West,52.3593453,4.83144,Rest,36,Open,2025-03-15,500
84331,M Oost,52.3770334,4.9382616,Rest,67,Open,2025-03-11,500
91263,M Oost,52.3606484,4.9282062,Rest,57,Open,2025-03-13,500
203472,N Noord,52.3944128,4.9600763,Rest,30,Open,2025-03-16,500
85873,M Oost,52.3712128,4.9465706,Rest,67,Open,2025-03-11,500
103272,E West,52.3784728,4.8622828,Rest,19,Open,2025-03-18,500
121055,M Oost,52.3746642,4.9665353,Rest,64,Open,2025-03-12,500
202900,N Noord,52.3911808,4.9546468,Rest,33,Open,2025-03-16,500
59959,E West,52.3725006,4.8572248,Rest,18,Open,2025-03-18,500
81533,M Oost,52.3753733,4.9654382,Rest,50,Open,2025-03-13,500
193811,N Noord,52.3999603,4.9149488,Rest,37,Open,2025-03-15,500
131332,M Oost,52.3402548,4.9482638,Glass,52,Open,2025-03-13,500
188158,E West,52.3928379,4.8707988,Rest,22,Open,2025-03-17,500
193785,K Zuid,52.3481535,4.8888326,Rest,59,Open,2025-03-12,500
191851,K Zuid,52.3235453,4.8603372,Rest,50,Open,2025-03-13,500
75929,F Nieuw-West,52.3866076,4.8331092,Rest,22,Open,2025-03-17,500
82284,M Oost,52.3580054,4.9222782,Rest,53,Open,2025-03-13,500
58539,K Zuid,52.3552683,4.8619818,Rest,52,Open,2025-03-13,500
149707,F Nieuw-West,52.3863806,4.8377429,Rest,21,Open,2025-03-18,500
112912,M Oost,52.3510401,4.9170764,Rest,55,Open,2025-03-13,500
16096,A Centrum,52.3724497,4.8851202,Glass,16,Open,2025-03-18,500
59625,E West,52.361023,4.8534276,Rest,43,Open,2025-03-14,500
105815,N Noord,52.4111999,4.9171233,Paper/Carton,36,Open,2025-03-15,500
93616,F Nieuw-West,52.3484228,4.8118668,Glass,27,Open,2025-03-17,500
108834,N Noord,52.400736,4.9258644,Paper/Carton,30,Open,2025-03-16,500
119978,N Noord,52.402558,4.9138162,Rest,38,Open,2025-03-15,500
131458,E West,52.3801138,4.8492892,Paper/Carton,36,Open,2025-03-15,500
212459,S Weesp,52.3097655,5.0288324,Organic,72,Open,2025-03-10,500
74583,F Nieuw-West,52.3769851,4.8031253,Paper/Carton,26,Open,2025-03-17,500
48822,K Zuid,52.333896,4.8818691,Rest,55,Open,2025-03-13,500
127253,E West,52.3800614,4.8494474,Rest,47,Open,2025-03-14,500
49692,K Zuid,52.3432159,4.9087942,Rest,62,Open,2025-03-12,500
123564,M Oost,52.3606845,4.9935068,Organic,79,Open,2025-03-09,500
110340,N Noord,52.4118275,4.8991204,Glass,29,Open,2025-03-16,500
207492,T Zuidoost,52.2928106,4.9717552,Rest,40,Open,2025-03-15,500
212994,F Nieuw-West,52.3683775,4.838239,Textiles,34,Open,2025-03-16,500
210005,F Nieuw-West,52.3444722,4.7995081,,43,Open,2025-03-14,500
74405,F Nieuw-West,52.3830884,4.8272065,Glass,21,Open,2025-03-18,500
192356,E West,52.3919086,4.8753089,Rest,28,Open,2025-03-17,500
205251,F Nieuw-West,52.3617728,4.793383,Rest,27,Open,2025-03-17,500
257869,E West,52.3928553,4.882417,Glass,30,Open,2025-03-16,500
140702,Afvalpunt Amsterdam,52.4007039,4.7937995,,37,Open,2025-03-15,500
107675,M Oost,52.3518585,4.9983601,Rest,62,Open,2025-03-12,500
193604,N Noord,52.4023731,4.9426855,Rest,40,Open,2025-03-15,500
46788,F Nieuw-West,52.3631316,4.8061497,Textiles,39,Open,2025-03-15,500
59633,E West,52.3679105,4.8531853,Rest,33,Open,2025-03-16,500
28378,F Nieuw-West,52.364685,4.8018731,Rest,41,Open,2025-03-15,500
131258,E West,52.394058,4.8778521,Glass,28,Open,2025-03-17,500
73004,A Centrum,52.367821,4.9321355,Rest,38,Open,2025-03-15,500
51887,N Noord,52.3955682,4.9074178,Rest,32,Open,2025-03-16,500
28047,F Nieuw-West,52.3519945,4.7756656,Rest,33,Open,2025-03-16,500
103558,M Oost,52.3610156,4.9789992,Rest,58,Open,2025-03-12,500
49164,K Zuid,52.3432317,4.9087892,Rest,61,Open,2025-03-12,500
183581,T Zuidoost,52.3099357,4.9795599,Organic,37,Open,2025-03-15,500
71594,K Zuid,52.3530787,4.8999988,Rest,61,Open,2025-03-12,500
10536,M Oost,52.3614906,4.9244993,Rest,65,Open,2025-03-11,500
28196,F Nieuw-West,52.3479868,4.7860134,Rest,27,Open,2025-03-17,500
124907,N Noord,52.4039506,4.8891573,Paper/Carton,33,Open,2025-03-16,500
140792,Afvalpunt Amsterdam,52.4007039,4.7937995,,56,Open,2025-03-13,500
102201,E West,52.3777071,4.8396204,Rest,35,Open,2025-03-16,500
48132,K Zuid,52.3261764,4.8885787,Rest,51,Open,2025-03-13,500
52513,N Noord,52.3955682,4.9074178,Rest,30,Open,2025-03-16,500
118835,T Zuidoost,52.3177421,4.9480064,Paper/Carton,44,Open,2025-03-14,500
109162,T Zuidoost,52.2990624,4.9828733,Rest,45,Open,2025-03-14,500
48546,K Zuid,52.3298556,4.8843608,Rest,55,Open,2025-03-13,500
106414,M Oost,52.3385049,4.9200369,Rest,53,Open,2025-03-13,500
91088,M Oost,52.3681359,4.9421279,Rest,61,Open,2025-03-12,500
107041,M Oost,52.3559696,4.994206,Paper/Carton,52,Open,2025-03-13,500
120228,N Noord,52.4212091,4.9000002,Rest,33,Open,2025-03-16,500
59253,E West,52.3686441,4.8575561,Glass,18,Open,2025-03-18,500
84836,M Oost,52.3583656,4.934643,Rest,54,Open,2025-03-13,500
75970,F Nieuw-West,52.3613279,4.8284349,Paper/Carton,28,Open,2025-03-17,500
47162,K Zuid,52.3469234,4.8723723,Glass,40,Open,2025-03-15,500
110742,F Nieuw-West,52.3578619,4.7970199,Rest,40,Open,2025-03-15,500
161170,F Nieuw-West,52.3515858,4.7985648,Brood,22,Open,2025-03-17,500
124704,K Zuid,52.3445359,4.9002831,Rest,55,Open,2025-03-13,500
85343,M Oost,52.3510762,4.9152862,Rest,68,Open,2025-03-11,500
177561,N Noord,52.3858153,4.9054749,Rest,32,Open,2025-03-16,500
118533,M Oost,52.3605646,4.9922702,Rest,51,Open,2025-03-13,500
217126,N Noord,52.3920649,4.9132016,Glass,32,Open,2025-03-16,500
53583,N Noord,52.3955191,4.9078202,Paper/Carton,32,Open,2025-03-16,500
203300,K Zuid,52.3255299,4.8746187,Rest,61,Open,2025-03-12,500
115697,M Oost,52.3708912,4.9694118,Paper/Carton,53,Open,2025-03-13,500
49912,K Zuid,52.3415689,4.8709216,Rest,47,Open,2025-03-14,500
171817,M Oost,52.3409132,4.9226581,Paper/Carton,49,Open,2025-03-14,500
119135,N Noord,52.4062476,4.9181353,Rest,39,Open,2025-03-15,500
184331,F Nieuw-West,52.3563614,4.8374096,Paper/Carton,26,Open,2025-03-17,500
208997,N Noord,52.4243482,4.8916403,Glass,21,Open,2025-03-18,500
194970,N Noord,52.3822885,4.9157112,Rest,34,Open,2025-03-16,500
107911,F Nieuw-West,52.3430013,4.8111976,Glass,23,Open,2025-03-17,500
216671,K Zuid,52.330327,4.8741091,Rest,54,Open,2025-03-13,500
206974,N Noord,52.3985345,4.909784,Rest,32,Open,2025-03-16,500
206858,T Zuidoost,52.3223381,4.9721598,Rest,34,Open,2025-03-16,500
77121,T Zuidoost,52.3168901,4.9821137,Rest,46,Open,2025-03-14,500
260262,K Zuid,52.3244075,4.8595665,Rest,56,Open,2025-03-13,500
107323,M Oost,52.3574803,4.9879913,Rest,48,Open,2025-03-14,500
81884,M Oost,52.3437341,4.9225518,Glass,51,Open,2025-03-13,500
112922,M Oost,52.3604979,4.9141166,Rest,69,Open,2025-03-11,500
184906,M Oost,52.3455154,4.9259096,Textiles,57,Open,2025-03-13,500
209405,K Zuid,52.3246347,4.875067,Rest,48,Open,2025-03-14,500
110498,F Nieuw-West,52.3443459,4.8043602,Rest,35,Open,2025-03-16,500
110719,F Nieuw-West,52.375315,4.8050844,Rest,43,Open,2025-03-14,500
185177,K Zuid,52.3522011,4.8749451,Rest,61,Open,2025-03-12,500
78720,F Nieuw-West,52.368208,4.8388633,Paper/Carton,27,Open,2025-03-17,500
110074,N Noord,52.3940248,4.9246463,Rest,32,Open,2025-03-16,500
176299,N Noord,52.386256,4.9035729,Glass,22,Open,2025-03-17,500
196804,M Oost,52.3496144,5.0154579,Paper/Carton,47,Open,2025-03-14,500
209958,F Nieuw-West,52.3439136,4.8195414,,38,Open,2025-03-15,500
126076,M Oost,52.3681081,4.9455104,Glass,54,Open,2025-03-13,500
174851,K Zuid,52.3335711,4.8765627,Textiles,56,Open,2025-03-13,500
106743,N Noord,52.4100566,4.9157255,Rest,32,Open,2025-03-16,500
140536,Afvalpunt Amsterdam,52.4007039,4.7937995,,47,Open,2025-03-14,500
115061,N Noord,52.3929576,4.9049066,Rest,40,Open,2025-03-15,500
189723,K Zuid,52.3277907,4.8832351,Paper/Carton,59,Open,2025-03-12,500
205297,K Zuid,52.328178,4.8635241,Rest,48,Open,2025-03-14,500
28417,F Nieuw-West,52.3637742,4.8023247,Glass,26,Open,2025-03-17,500
79059,N Noord,52.3955191,4.9078202,Paper/Carton,39,Open,2025-03-15,500
115401,N Noord,52.4072693,4.9175973,Paper/Carton,36,Open,2025-03-15,500
47182,K Zuid,52.3500864,4.8669654,Glass,51,Open,2025-03-13,500
118749,F Nieuw-West,52.3979127,4.8010186,Rest,24,Open,2025-03-17,500
177491,M Oost,52.3556384,4.9941343,Organic,80,Closed,2025-03-09,500
29337,F Nieuw-West,52.3447256,4.7963364,Paper/Carton,41,Open,2025-03-15,500
130783,F Nieuw-West,52.3577786,4.8390396,Rest,42,Open,2025-03-15,500
214589,F Nieuw-West,52.3565069,4.7860498,Rest,37,Open,2025-03-15,500
77875,M Oost,52.3719766,4.9649773,Rest,59,Open,2025-03-12,500
203286,N Noord,52.395569,4.9551796,Rest,41,Open,2025-03-15,500
212946,M Oost,52.3583298,4.9108175,Paper/Carton,47,Open,2025-03-14,500
124904,N Noord,52.4021869,4.9106935,Glass,21,Open,2025-03-18,500
109315,T Zuidoost,52.3148276,4.9512957,Rest,34,Open,2025-03-16,500
110098,N Noord,52.392126,4.9265031,Rest,36,Open,2025-03-15,500
144312,T Zuidoost,52.2992908,4.9550907,Paper/Carton,44,Open,2025-03-14,500
188328,M Oost,52.3539619,4.9375121,Rest,56,Open,2025-03-13,500
210297,Afvalpunt Amsterdam,52.4007039,4.7937995,,37,Open,2025-03-15,500
120142,N Noord,52.4029348,4.9042495,Paper/Carton,35,Open,2025-03-16,500
90890,K Zuid,52.3481521,4.8815409,Glass,42,Open,2025-03-15,500
216101,M Oost,52.3758469,4.961751,Rest,55,Open,2025-03-13,500
84920,M Oost,52.3742395,4.9651761,Rest,69,Open,2025-03-11,500
91173,F Nieuw-West,52.3591366,4.8329633,Paper/Carton,25,Open,2025-03-17,500
194999,N Noord,52.3825879,4.9169987,Paper/Carton,35,Open,2025-03-16,500
120555,N Noord,52.4054201,4.9352524,Rest,41,Open,2025-03-15,500
184426,N Noord,52.4039384,4.8936559,Paper/Carton,38,Open,2025-03-15,500
212125,A Centrum,52.3674921,4.9295298,Rest,33,Open,2025-03-16,500
200077,S Weesp,52.3105628,5.0400736,Rest,54,Open,2025-03-13,500
78752,E West,52.3615349,4.8709252,Rest,29,Open,2025-03-16,500
213826,F Nieuw-West,52.3617959,4.7947074,Textiles,27,Open,2025-03-17,500
188911,K Zuid,52.3404005,4.8983972,Paper/Carton,55,Open,2025-03-13,500
85892,M Oost,52.3735208,4.9408236,Rest,69,Open,2025-03-11,500
113165,M Oost,52.3657746,4.9395602,Rest,50,Open,2025-03-13,500
107321,M Oost,52.364578,4.9870847,Rest,53,Open,2025-03-13,500
58869,K Zuid,52.3591032,4.8761776,Rest,55,Open,2025-03-13,500
112927,M Oost,52.3602851,4.9130002,Rest,50,Open,2025-03-13,500
193615,N Noord,52.4017861,4.9425454,Rest,30,Open,2025-03-16,500
78687,F Nieuw-West,52.3592613,4.8363513,Paper/Carton,34,Open,2025-03-16,500
90846,K Zuid,52.3545609,4.8563253,Glass,48,Open,2025-03-14,500
193465,N Noord,52.3882884,4.9130143,Rest,31,Open,2025-03-16,500
196531,M Oost,52.3727434,4.9655899,Rest,57,Open,2025-03-13,500
105610,F Nieuw-West,52.3524381,4.8411022,Paper/Carton,38,Open,2025-03-15,500
131272,E West,52.393402,4.8816705,Paper/Carton,20,Open,2025-03-18,500
77544,T Zuidoost,52.3085581,4.9531427,Glass,21,Open,2025-03-18,500
216828,K Zuid,52.3319253,4.8757489,Glass,53,Open,2025-03-13,500
83875,F Nieuw-West,52.3501456,4.8181412,Rest,39,Open,2025-03-15,500
140400,Afvalpunt Amsterdam,52.4007039,4.7937995,,51,Open,2025-03-13,500
188265,M Oost,52.3406489,4.9193456,Rest,59,Open,2025-03-12,500
188898,K Zuid,52.3458443,4.904318,Rest,46,Open,2025-03-14,500
28103,F Nieuw-West,52.3511769,4.7776669,Rest,43,Open,2025-03-14,500
148737,N Noord,52.3946548,4.9000375,Rest,29,Open,2025-03-16,500
173814,M Oost,52.3599007,4.9952541,Organic,63,Open,2025-03-12,500
120553,K Zuid,52.3531907,4.8773077,Paper/Carton,50,Open,2025-03-13,500
104693,M Oost,52.3596543,4.9920978,Rest,47,Open,2025-03-14,500
195004,N Noord,52.381388,4.91492,Rest,36,Open,2025-03-15,500
58165,K Zuid,52.3554167,4.8708566,Rest,48,Open,2025-03-14,500
114363,M Oost,52.3620071,4.9332471,Glass,51,Open,2025-03-13,500
195011,N Noord,52.3935931,4.9393831,Rest,40,Open,2025-03-15,500
78041,E West,52.3656739,4.865372,Paper/Carton,32,Open,2025-03-16,500
28046,F Nieuw-West,52.3519844,4.7756909,Rest,32,Open,2025-03-16,500
123301,N Noord,52.4090935,4.9030619,Rest,32,Open,2025-03-16,500
62041,F Nieuw-West,52.3626614,4.8382154,Paper/Carton,36,Open,2025-03-15,500
82946,M Oost,52.3449996,4.9207906,Rest,66,Open,2025-03-11,500
109644,F Nieuw-West,52.3811147,4.8028575,Rest,41,Open,2025-03-15,500
110383,F Nieuw-West,52.3578716,4.8462293,Glass,34,Open,2025-03-16,500
195420,S Weesp,52.3067678,5.0423973,Rest,55,Open,2025-03-13,500
214374,F Nieuw-West,52.3627815,4.8303434,Rest,41,Open,2025-03-15,500
202080,M Oost,52.3604867,4.979691,Organic,68,Open,2025-03-11,500
113934,M Oost,52.3660524,4.9349383,Glass,42,Open,2025-03-15,500
174591,N Noord,52.3995059,4.9273902,Glass,20,Open,2025-03-18,500
82562,M Oost,52.3621947,4.9426563,Rest,58,Open,2025-03-12,500
188896,K Zuid,52.3458336,4.9042999,Rest,51,Open,2025-03-13,500
113763,N Noord,52.4133942,4.8870438,Rest,38,Open,2025-03-15,500
201102,N Noord,52.3949747,4.9458247,Paper/Carton,40,Open,2025-03-15,500
93624,F Nieuw-West,52.3471567,4.8140159,Rest,24,Open,2025-03-17,500
206902,T Zuidoost,52.3222668,4.9703856,Rest,32,Open,2025-03-16,500
82422,M Oost,52.3709818,4.9371005,Rest,56,Open,2025-03-13,500
115385,M Oost,52.3414771,4.9206786,Rest,56,Open,2025-03-13,500
112100,T Zuidoost,52.3223153,4.9720851,Paper/Carton,25,Open,2025-03-17,500
210067,M Oost,52.34609,4.9330708,,56,Open,2025-03-13,500
207359,T Zuidoost,52.2989852,4.9754518,Rest,41,Open,2025-03-15,500
104317,M Oost,52.3554227,4.9993029,Rest,50,Open,2025-03-13,500
211036,T Zuidoost,52.2940777,4.9723253,,42,Open,2025-03-15,500
72297,E West,52.3630027,4.8669286,Rest,21,Open,2025-03-18,500
109090,F Nieuw-West,52.3815485,4.7956006,Rest,22,Open,2025-03-17,500
63988,F Nieuw-West,52.3540919,4.8226256,Rest,25,Open,2025-03-17,500
72567,E West,52.3649923,4.8784486,Textiles,28,Open,2025-03-17,500
199541,K Zuid,52.3388333,4.9014788,Rest,52,Open,2025-03-13,500
123572,M Oost,52.3568547,4.9925387,Organic,62,Open,2025-03-12,500
81803,N Noord,52.4151285,4.8911062,Rest,32,Open,2025-03-16,500
213084,F Nieuw-West,52.3514301,4.7954091,Rest,35,Open,2025-03-16,500
18646,M Oost,52.3507563,5.008601,Rest,49,Open,2025-03-14,500
193676,N Noord,52.4015459,4.9388131,Rest,36,Open,2025-03-15,500
72517,E West,52.3657459,4.8747255,Rest,22,Open,2025-03-17,500
198267,S Weesp,52.3188443,5.0329522,Organic,70,Open,2025-03-11,500
216917,K Zuid,52.330813,4.8678821,Rest,49,Open,2025-03-14,500
203288,N Noord,52.3955764,4.9552077,Paper/Carton,37,Open,2025-03-15,500
81924,M Oost,52.3779181,4.935249,Glass,44,Open,2025-03-14,500
213721,F Nieuw-West,52.3520034,4.7983574,Rest,42,Open,2025-03-15,500
75143,F Nieuw-West,52.3823654,4.822549,Paper/Carton,23,Open,2025-03-17,500
29731,F Nieuw-West,52.3548866,4.7852517,Rest,23,Open,2025-03-17,500
82144,M Oost,52.339819,4.9396246,Paper/Carton,54,Open,2025-03-13,500
105101,K Zuid,52.343864,4.8479908,Rest,52,Open,2025-03-13,500
75185,F Nieuw-West,52.3822022,4.8236038,Paper/Carton,33,Open,2025-03-16,500
173838,M Oost,52.3587353,4.9935422,Organic,82,Closed,2025-03-09,500
174674,T Zuidoost,52.3101268,4.9594145,Paper/Carton,25,Open,2025-03-17,500
216148,M Oost,52.338775,4.9233892,Rest,56,Open,2025-03-13,500
85833,M Oost,52.370706,4.9427021,Rest,60,Open,2025-03-12,500
61264,F Nieuw-West,52.3553759,4.8241594,Rest,36,Open,2025-03-15,500
107027,M Oost,52.3577845,4.9948685,Glass,41,Open,2025-03-15,500
78820,E West,52.3585831,4.8595535,Paper/Carton,26,Open,2025-03-17,500
72405,E West,52.3629414,4.8686213,Rest,29,Open,2025-03-16,500
77035,T Zuidoost,52.3076758,4.9571449,Rest,28,Open,2025-03-17,500
63995,F Nieuw-West,52.3463521,4.8253901,Rest,41,Open,2025-03-15,500
81539,M Oost,52.3739207,4.9354522,Rest,55,Open,2025-03-13,500
73333,F Nieuw-West,52.3761017,4.8293129,Rest,43,Open,2025-03-14,500
210654,T Zuidoost,52.3163177,4.969353,Rest,34,Open,2025-03-16,500
63664,F Nieuw-West,52.3593299,4.8250637,Paper/Carton,36,Open,2025-03-15,500
208987,N Noord,52.4213244,4.8972295,Rest,34,Open,2025-03-16,500
258852,F Nieuw-West,52.3500616,4.8301732,Rest,28,Open,2025-03-17,500
195618,N Noord,52.4036673,4.8889552,Paper/Carton,30,Open,2025-03-16,500
206891,T Zuidoost,52.3250178,4.9696161,Rest,32,Open,2025-03-16,500
75690,N Noord,52.4203935,4.8882648,Glass,23,Open,2025-03-17,500
